stock_code,stock_name,stock_index,total_events,overall_success_rate,overall_avg_mdd,overall_avg_return,dominant_combo,dominant_count,best_combo,best_combo_rate,best_combo_count,worst_combo,worst_combo_rate,combo_details
002790,아모레퍼시픽홀딩스,KOSPI200,5,20.0,-12.75,-2.31,A1(외+연),4,A1(외+연),25.0,4,A1(외+연),25.0,S(외+연+사):0%/1건 | A1(외+연):25%/4건
058970,엠로,KOSDAQ150,5,20.0,-13.47,-6.54,A1(외+연),3,A1(외+연),33.3,3,B1(외+투신),0.0,A1(외+연):33%/3건 | B1(외+투신):0%/2건
007390,네이처셀,KOSDAQ150,10,20.0,-12.33,-3.72,A2(외+사),4,A1(외+연),50.0,2,B1(외+투신),0.0,A1(외+연):50%/2건 | A2(외+사):25%/4건 | B1(외+투신):0%/4건
093370,후성,KOSPI200,20,20.0,-12.55,-2.82,A1(외+연),13,A2(외+사),25.0,4,A1(외+연),23.1,S(외+연+사):0%/1건 | A1(외+연):23%/13건 | A2(외+사):25%/4건 | B1(외+투신):0%/1건 | B2(연+사):0%/1건
377300,카카오페이,KOSPI200,66,19.7,-10.96,0.12,A1(외+연),46,A2(외+사),33.3,6,S(외+연+사),0.0,S(외+연+사):0%/10건 | A1(외+연):24%/46건 | A2(외+사):33%/6건 | B1(외+투신):0%/4건
251970,펌텍코리아,KOSDAQ150,16,18.8,-11.4,-4.58,B1(외+투신),10,B1(외+투신),30.0,10,A2(외+사),0.0,A1(외+연):0%/1건 | A2(외+사):0%/5건 | B1(외+투신):30%/10건
259960,크래프톤,KOSPI200,81,18.5,-10.09,-3.63,S(외+연+사),39,A2(외+사),28.6,7,B1(외+투신),0.0,S(외+연+사):23%/39건 | A1(외+연):14%/21건 | A2(외+사):29%/7건 | B1(외+투신):0%/2건 | B2(연+사):8%/12건
357780,솔브레인,KOSDAQ150,66,18.2,-11.09,5.36,A1(외+연),31,B2(연+사),50.0,2,A2(외+사),0.0,S(외+연+사):17%/12건 | A1(외+연):23%/31건 | A2(외+사):0%/9건 | B1(외+투신):17%/12건 | B2(연+사):50%/2건
281740,레이크머티리얼즈,KOSDAQ150,17,17.6,-15.71,5.65,A1(외+연),9,A1(외+연),33.3,9,S(외+연+사),0.0,S(외+연+사):0%/2건 | A1(외+연):33%/9건 | A2(외+사):0%/3건 | B1(외+투신):0%/3건
022100,포스코DX,KOSPI200,34,17.6,-13.49,2.81,A1(외+연),23,A1(외+연),21.7,23,S(외+연+사),0.0,S(외+연+사):0%/4건 | A1(외+연):22%/23건 | A2(외+사):20%/5건 | B1(외+투신):0%/1건 | B2(연+사):0%/1건
064350,현대로템,KOSPI200,103,17.5,-13.24,-2.86,S(외+연+사),78,A2(외+사),41.7,12,A1(외+연),11.1,S(외+연+사):14%/78건 | A1(외+연):11%/9건 | A2(외+사):42%/12건 | B2(연+사):25%/4건
196170,알테오젠,KOSDAQ150,103,17.5,-14.4,-3.22,S(외+연+사),81,A2(외+사),23.1,13,A1(외+연),0.0,S(외+연+사):17%/81건 | A1(외+연):0%/7건 | A2(외+사):23%/13건 | B1(외+투신):0%/1건 | B2(연+사):100%/1건
103140,풍산,KOSPI200,75,17.3,-14.97,-7.55,S(외+연+사),36,B1(외+투신),50.0,4,B2(연+사),0.0,S(외+연+사):8%/36건 | A1(외+연):22%/18건 | A2(외+사):33%/12건 | B1(외+투신):50%/4건 | B2(연+사):0%/5건
036810,에프에스티,KOSDAQ150,35,17.1,-15.41,-0.93,B1(외+투신),13,A1(외+연),33.3,6,B1(외+투신),0.0,S(외+연+사):25%/4건 | A1(외+연):33%/6건 | A2(외+사):27%/11건 | B1(외+투신):0%/13건 | B2(연+사):0%/1건
034230,파라다이스,KOSPI200,70,17.1,-14.33,-2.49,S(외+연+사),22,A2(외+사),30.8,13,B1(외+투신),11.1,S(외+연+사):18%/22건 | A1(외+연):12%/17건 | A2(외+사):31%/13건 | B1(외+투신):11%/9건 | B2(연+사):11%/9건
071970,HD현대마린엔진,KOSPI200,78,16.7,-13.07,-2.81,S(외+연+사),37,A2(외+사),37.5,8,S(외+연+사),13.5,S(외+연+사):14%/37건 | A1(외+연):14%/21건 | A2(외+사):38%/8건 | B1(외+투신):14%/7건 | B2(연+사):20%/5건
086450,동국제약,KOSDAQ150,18,16.7,-8.99,-2.53,A2(외+사),6,A2(외+사),50.0,6,S(외+연+사),0.0,S(외+연+사):0%/5건 | A1(외+연):0%/3건 | A2(외+사):50%/6건 | B1(외+투신):0%/4건
081660,미스토홀딩스,KOSPI200,6,16.7,-10.1,-5.08,A1(외+연),4,A1(외+연),0.0,4,A1(외+연),0.0,A1(외+연):0%/4건 | A2(외+사):100%/1건 | B2(연+사):0%/1건
065350,신성델타테크,KOSDAQ150,6,16.7,-19.01,-8.59,A1(외+연),3,B1(외+투신),33.3,3,A1(외+연),0.0,A1(외+연):0%/3건 | B1(외+투신):33%/3건
347850,디앤디파마텍,KOSDAQ150,94,16.0,-13.84,13.59,S(외+연+사),45,B1(외+투신),50.0,2,B2(연+사),0.0,S(외+연+사):16%/45건 | A1(외+연):11%/9건 | A2(외+사):17%/35건 | B1(외+투신):50%/2건 | B2(연+사):0%/3건
041510,에스엠,KOSDAQ150,76,15.8,-12.41,-5.09,S(외+연+사),26,B1(외+투신),33.3,6,S(외+연+사),11.5,S(외+연+사):12%/26건 | A1(외+연):18%/22건 | A2(외+사):12%/16건 | B1(외+투신):33%/6건 | B2(연+사):17%/6건
466100,클로봇,KOSDAQ150,32,15.6,-13.52,6.32,A1(외+연),13,A2(외+사),40.0,5,S(외+연+사),0.0,S(외+연+사):0%/3건 | A1(외+연):8%/13건 | A2(외+사):40%/5건 | B1(외+투신):18%/11건
034220,LG디스플레이,KOSPI200,78,15.4,-10.31,-3.98,A1(외+연),34,A2(외+사),30.0,10,B1(외+투신),0.0,S(외+연+사):12%/26건 | A1(외+연):18%/34건 | A2(외+사):30%/10건 | B1(외+투신):0%/3건 | B2(연+사):0%/5건
060370,LS마린솔루션,KOSDAQ150,13,15.4,-13.76,-4.93,A1(외+연),8,B1(외+투신),33.3,3,A2(외+사),0.0,A1(외+연):12%/8건 | A2(외+사):0%/2건 | B1(외+투신):33%/3건
213420,덕산네오룩스,KOSDAQ150,60,15.0,-11.98,2.89,A1(외+연),17,B2(연+사),40.0,5,A2(외+사),6.7,S(외+연+사):18%/11건 | A1(외+연):12%/17건 | A2(외+사):7%/15건 | B1(외+투신):17%/12건 | B2(연+사):40%/5건
140860,파크시스템스,KOSDAQ150,60,15.0,-11.15,-2.77,A1(외+연),22,B1(외+투신),18.2,11,A1(외+연),13.6,S(외+연+사):17%/12건 | A1(외+연):14%/22건 | A2(외+사):14%/14건 | B1(외+투신):18%/11건 | B2(연+사):0%/1건
039200,오스코텍,KOSDAQ150,82,14.6,-13.15,5.45,S(외+연+사),37,A2(외+사),27.3,22,B1(외+투신),0.0,S(외+연+사):11%/37건 | A1(외+연):12%/16건 | A2(외+사):27%/22건 | B1(외+투신):0%/2건 | B2(연+사):0%/5건
114090,GKL,KOSPI200,7,14.3,-9.01,-6.11,A1(외+연),3,A1(외+연),33.3,3,B1(외+투신),0.0,A1(외+연):33%/3건 | B1(외+투신):0%/2건 | B2(연+사):0%/2건
021240,코웨이,KOSPI200,63,14.3,-10.07,-4.81,A1(외+연),33,B1(외+투신),42.9,7,S(외+연+사),0.0,S(외+연+사):0%/17건 | A1(외+연):18%/33건 | A2(외+사):0%/5건 | B1(외+투신):43%/7건 | B2(연+사):0%/1건
214430,아이쓰리시스템,KOSDAQ150,21,14.3,-11.38,13.82,A1(외+연),9,B2(연+사),33.3,3,S(외+연+사),0.0,S(외+연+사):0%/3건 | A1(외+연):11%/9건 | A2(외+사):0%/1건 | B1(외+투신):20%/5건 | B2(연+사):33%/3건
214370,케어젠,KOSDAQ150,28,14.3,-16.49,-1.07,A1(외+연),11,A2(외+사),25.0,8,S(외+연+사),0.0,S(외+연+사):0%/5건 | A1(외+연):9%/11건 | A2(외+사):25%/8건 | B1(외+투신):25%/4건
035760,CJ ENM,KOSDAQ150,14,14.3,-9.61,-6.78,A1(외+연),9,B1(외+투신),50.0,2,S(외+연+사),0.0,S(외+연+사):0%/2건 | A1(외+연):11%/9건 | A2(외+사):0%/1건 | B1(외+투신):50%/2건
0126Z0,삼성에피스홀딩스,KOSPI200,64,14.1,-13.85,2.87,S(외+연+사),45,A2(외+사),25.0,4,A1(외+연),7.7,S(외+연+사):16%/45건 | A1(외+연):8%/13건 | A2(외+사):25%/4건 | B1(외+투신):0%/1건 | B2(연+사):0%/1건
009540,HD한국조선해양,KOSPI200,100,14.0,-9.98,-2.09,S(외+연+사),57,A2(외+사),22.2,9,B1(외+투신),0.0,S(외+연+사):14%/57건 | A1(외+연):14%/28건 | A2(외+사):22%/9건 | B1(외+투신):0%/3건 | B2(연+사):0%/3건
257720,실리콘투,KOSDAQ150,87,13.8,-12.42,-3.84,S(외+연+사),38,B1(외+투신),50.0,6,A1(외+연),0.0,S(외+연+사):8%/38건 | A1(외+연):0%/5건 | A2(외+사):14%/29건 | B1(외+투신):50%/6건 | B2(연+사):22%/9건
053030,바이넥스,KOSDAQ150,15,13.3,-12.72,-8.33,A1(외+연),6,B1(외+투신),25.0,4,A2(외+사),0.0,S(외+연+사):0%/1건 | A1(외+연):17%/6건 | A2(외+사):0%/4건 | B1(외+투신):25%/4건
137400,피엔티,KOSDAQ150,15,13.3,-14.9,-2.88,B1(외+투신),8,A1(외+연),20.0,5,A2(외+사),0.0,A1(외+연):20%/5건 | A2(외+사):0%/2건 | B1(외+투신):12%/8건
232140,와이씨,KOSDAQ150,23,13.0,-13.1,4.23,B1(외+투신),16,A1(외+연),33.3,3,B1(외+투신),6.2,A1(외+연):33%/3건 | A2(외+사):25%/4건 | B1(외+투신):6%/16건
003230,삼양식품,KOSPI200,100,13.0,-11.82,-2.88,S(외+연+사),71,A2(외+사),14.3,14,A1(외+연),12.5,S(외+연+사):13%/71건 | A1(외+연):12%/8건 | A2(외+사):14%/14건 | B2(연+사):14%/7건
051910,LG화학,KOSPI200,101,12.9,-10.85,-0.26,S(외+연+사),65,S(외+연+사),16.9,65,A2(외+사),0.0,S(외+연+사):17%/65건 | A1(외+연):8%/25건 | A2(외+사):0%/5건 | B1(외+투신):0%/1건 | B2(연+사):0%/5건
399720,가온칩스,KOSDAQ150,16,12.5,-12.44,2.45,A1(외+연),10,A1(외+연),20.0,10,B1(외+투신),0.0,S(외+연+사):0%/1건 | A1(외+연):20%/10건 | A2(외+사):0%/1건 | B1(외+투신):0%/4건
060250,NHN KCP,KOSDAQ150,8,12.5,-12.49,5.57,A1(외+연),6,A1(외+연),0.0,6,A1(외+연),0.0,S(외+연+사):100%/1건 | A1(외+연):0%/6건 | B1(외+투신):0%/1건
376300,디어유,KOSDAQ150,48,12.5,-14.96,-4.14,A1(외+연),22,A2(외+사),28.6,7,S(외+연+사),0.0,S(외+연+사):0%/8건 | A1(외+연):14%/22건 | A2(외+사):29%/7건 | B1(외+투신):9%/11건
211050,인카금융서비스,KOSDAQ150,8,12.5,-14.09,-8.77,A2(외+사),4,A2(외+사),25.0,4,B1(외+투신),0.0,A1(외+연):0%/1건 | A2(외+사):25%/4건 | B1(외+투신):0%/3건
095610,테스,KOSDAQ150,73,12.3,-11.84,4.93,A1(외+연),30,A1(외+연),20.0,30,A2(외+사),0.0,S(외+연+사):6%/16건 | A1(외+연):20%/30건 | A2(외+사):0%/9건 | B1(외+투신):13%/15건 | B2(연+사):0%/3건
033500,동성화인텍,KOSDAQ150,33,12.1,-33.0,-1.68,A1(외+연),12,B2(연+사),50.0,2,S(외+연+사),0.0,S(외+연+사):0%/2건 | A1(외+연):8%/12건 | A2(외+사):17%/6건 | B1(외+투신):9%/11건 | B2(연+사):50%/2건
214450,파마리서치,KOSDAQ150,99,12.1,-17.93,-9.88,S(외+연+사),70,B1(외+투신),25.0,4,B2(연+사),0.0,S(외+연+사):13%/70건 | A1(외+연):14%/7건 | A2(외+사):7%/15건 | B1(외+투신):25%/4건 | B2(연+사):0%/3건
328130,루닛,KOSDAQ150,25,12.0,-13.46,-4.24,A2(외+사),9,B1(외+투신),20.0,5,S(외+연+사),0.0,S(외+연+사):0%/3건 | A1(외+연):12%/8건 | A2(외+사):11%/9건 | B1(외+투신):20%/5건
290650,엘앤씨바이오,KOSDAQ150,63,11.1,-15.6,7.06,S(외+연+사),16,B1(외+투신),18.8,16,S(외+연+사),6.2,S(외+연+사):6%/16건 | A1(외+연):14%/14건 | A2(외+사):6%/16건 | B1(외+투신):19%/16건 | B2(연+사):0%/1건
036540,SFA반도체,KOSDAQ150,9,11.1,-12.98,-1.32,B1(외+투신),6,B1(외+투신),16.7,6,A2(외+사),0.0,A1(외+연):0%/1건 | A2(외+사):0%/2건 | B1(외+투신):17%/6건
068760,셀트리온제약,KOSDAQ150,9,11.1,-11.95,-3.79,B1(외+투신),6,B1(외+투신),16.7,6,A1(외+연),0.0,A1(외+연):0%/2건 | A2(외+사):0%/1건 | B1(외+투신):17%/6건
272290,이녹스첨단소재,KOSDAQ150,18,11.1,-18.67,0.59,A1(외+연),6,A1(외+연),33.3,6,S(외+연+사),0.0,S(외+연+사):0%/2건 | A1(외+연):33%/6건 | A2(외+사):0%/6건 | B1(외+투신):0%/2건 | B2(연+사):0%/2건
180640,한진칼,KOSPI200,19,10.5,-12.25,-1.87,A1(외+연),12,A2(외+사),50.0,2,S(외+연+사),0.0,S(외+연+사):0%/2건 | A1(외+연):0%/12건 | A2(외+사):50%/2건 | B1(외+투신):50%/2건 | B2(연+사):0%/1건
006040,동원산업,KOSPI200,10,10.0,-9.46,-5.72,A1(외+연),4,B1(외+투신),25.0,4,A1(외+연),0.0,S(외+연+사):0%/1건 | A1(외+연):0%/4건 | A2(외+사):0%/1건 | B1(외+투신):25%/4건
052400,코나아이,KOSDAQ150,21,9.5,-13.83,-2.31,A1(외+연),7,A1(외+연),28.6,7,S(외+연+사),0.0,S(외+연+사):0%/4건 | A1(외+연):29%/7건 | A2(외+사):0%/5건 | B1(외+투신):0%/3건 | B2(연+사):0%/2건
323280,태성,KOSDAQ150,21,9.5,-20.03,5.03,B1(외+투신),14,A1(외+연),20.0,5,A2(외+사),0.0,A1(외+연):20%/5건 | A2(외+사):0%/2건 | B1(외+투신):7%/14건
089030,테크윙,KOSDAQ150,86,9.3,-16.62,-2.33,S(외+연+사),31,A1(외+연),16.0,25,A2(외+사),0.0,S(외+연+사):10%/31건 | A1(외+연):16%/25건 | A2(외+사):0%/13건 | B1(외+투신):7%/15건 | B2(연+사):0%/2건
003380,하림지주,KOSDAQ150,11,9.1,-13.17,-2.72,B1(외+투신),5,A1(외+연),33.3,3,A2(외+사),0.0,S(외+연+사):0%/1건 | A1(외+연):33%/3건 | A2(외+사):0%/2건 | B1(외+투신):0%/5건
278280,천보,KOSDAQ150,11,9.1,-17.76,-6.7,A2(외+사),6,A2(외+사),16.7,6,B1(외+투신),0.0,S(외+연+사):0%/1건 | A2(외+사):17%/6건 | B1(외+투신):0%/4건
0009K0,에임드바이오,KOSDAQ150,23,8.7,-17.53,-6.86,A2(외+사),14,A2(외+사),14.3,14,S(외+연+사),0.0,S(외+연+사):0%/4건 | A1(외+연):0%/3건 | A2(외+사):14%/14건 | B1(외+투신):0%/2건
358570,지아이이노베이션,KOSDAQ150,27,7.4,-16.68,-5.18,A2(외+사),12,A1(외+연),12.5,8,B1(외+투신),0.0,A1(외+연):12%/8건 | A2(외+사):8%/12건 | B1(외+투신):0%/7건
087010,펩트론,KOSDAQ150,96,6.2,-15.37,3.28,S(외+연+사),46,A1(외+연),11.1,9,B1(외+투신),0.0,S(외+연+사):9%/46건 | A1(외+연):11%/9건 | A2(외+사):3%/29건 | B1(외+투신):0%/9건 | B2(연+사):0%/3건
048410,현대바이오,KOSDAQ150,6,0.0,-29.8,-11.3,A2(외+사),4,A2(외+사),0.0,4,A2(외+사),0.0,A2(외+사):0%/4건 | B1(외+투신):0%/2건
042000,카페24,KOSDAQ150,11,0.0,-16.06,-9.4,B1(외+투신),7,A1(외+연),0.0,3,A1(외+연),0.0,A1(외+연):0%/3건 | A2(외+사):0%/1건 | B1(외+투신):0%/7건
036830,솔브레인홀딩스,KOSDAQ150,6,0.0,-14.28,-6.55,A1(외+연),5,A1(외+연),0.0,5,A1(외+연),0.0,A1(외+연):0%/5건 | B1(외+투신):0%/1건
018290,브이티,KOSDAQ150,25,0.0,-17.19,-13.77,A1(외+연),10,S(외+연+사),0.0,5,S(외+연+사),0.0,S(외+연+사):0%/5건 | A1(외+연):0%/10건 | A2(외+사):0%/2건 | B1(외+투신):0%/8건
032190,다우데이타,KOSDAQ150,4,0.0,-21.17,-10.6,A2(외+사),2,A2(외+사),0.0,2,A2(외+사),0.0,A2(외+사):0%/2건 | B1(외+투신):0%/2건
000240,한국앤컴퍼니,KOSPI200,7,0.0,-11.16,-2.34,A1(외+연),2,A1(외+연),0.0,2,A1(외+연),0.0,S(외+연+사):0%/1건 | A1(외+연):0%/2건 | A2(외+사):0%/2건 | B1(외+투신):0%/2건
336570,원텍,KOSDAQ150,12,0.0,-15.74,-9.54,B1(외+투신),6,A1(외+연),0.0,3,A1(외+연),0.0,A1(외+연):0%/3건 | A2(외+사):0%/3건 | B1(외+투신):0%/6건
033100,제룡전기,KOSDAQ150,6,0.0,-21.97,-11.01,A1(외+연),2,A1(외+연),0.0,2,A1(외+연),0.0,S(외+연+사):0%/1건 | A1(외+연):0%/2건 | A2(외+사):0%/2건 | B1(외+투신):0%/1건
056080,유진로봇,KOSDAQ150,8,0.0,-17.88,22.06,A1(외+연),3,A1(외+연),0.0,3,A1(외+연),0.0,A1(외+연):0%/3건 | A2(외+사):0%/2건 | B1(외+투신):0%/3건
056190,에스에프에이,KOSDAQ150,7,0.0,-15.85,-11.15,A1(외+연),6,A1(외+연),0.0,6,A1(외+연),0.0,A1(외+연):0%/6건 | B2(연+사):0%/1건
071320,지역난방공사,KOSPI200,6,0.0,-11.24,-2.41,B1(외+투신),4,A1(외+연),0.0,2,A1(외+연),0.0,A1(외+연):0%/2건 | B1(외+투신):0%/4건
008730,율촌화학,KOSPI200,3,0.0,-14.43,-12.49,S(외+연+사),1,N/A,0.0,0,N/A,0.0,S(외+연+사):0%/1건 | A1(외+연):0%/1건 | B1(외+투신):0%/1건
059090,미코,KOSDAQ150,15,0.0,-18.42,-9.36,A1(외+연),12,A1(외+연),0.0,12,A1(외+연),0.0,S(외+연+사):0%/1건 | A1(외+연):0%/12건 | B1(외+투신):0%/2건
041190,우리기술투자,KOSDAQ150,8,0.0,-18.15,-11.68,A1(외+연),3,S(외+연+사),0.0,2,S(외+연+사),0.0,S(외+연+사):0%/2건 | A1(외+연):0%/3건 | A2(외+사):0%/2건 | B1(외+투신):0%/1건
079370,제우스,KOSDAQ150,7,0.0,-16.3,-12.05,A2(외+사),7,A2(외+사),0.0,7,A2(외+사),0.0,A2(외+사):0%/7건
005300,롯데칠성,KOSPI200,7,0.0,-11.43,-5.07,B2(연+사),3,A1(외+연),0.0,2,A1(외+연),0.0,S(외+연+사):0%/1건 | A1(외+연):0%/2건 | A2(외+사):0%/1건 | B2(연+사):0%/3건
112040,위메이드,KOSDAQ150,5,0.0,-10.83,-4.16,A2(외+사),5,A2(외+사),0.0,5,A2(외+사),0.0,A2(외+사):0%/5건
082270,젬백스,KOSDAQ150,10,0.0,-20.82,-5.2,B1(외+투신),6,A1(외+연),0.0,3,A1(외+연),0.0,A1(외+연):0%/3건 | B1(외+투신):0%/6건 | B2(연+사):0%/1건
161580,필옵틱스,KOSDAQ150,23,0.0,-21.88,-10.6,B1(외+투신),13,S(외+연+사),0.0,2,S(외+연+사),0.0,S(외+연+사):0%/2건 | A1(외+연):0%/5건 | A2(외+사):0%/3건 | B1(외+투신):0%/13건
096530,씨젠,KOSDAQ150,4,0.0,-7.6,-3.15,B1(외+투신),4,B1(외+투신),0.0,4,B1(외+투신),0.0,B1(외+투신):0%/4건
253590,네오셈,KOSDAQ150,9,0.0,-17.06,-0.41,A2(외+사),6,A2(외+사),0.0,6,A2(외+사),0.0,A2(외+사):0%/6건 | B1(외+투신):0%/3건
001800,오리온홀딩스,KOSPI200,3,0.0,-9.96,-1.42,A1(외+연),2,A1(외+연),0.0,2,A1(외+연),0.0,A1(외+연):0%/2건 | A2(외+사):0%/1건
003090,대웅,KOSPI200,3,0.0,-12.08,-7.35,S(외+연+사),2,S(외+연+사),0.0,2,S(외+연+사),0.0,S(외+연+사):0%/2건 | A1(외+연):0%/1건
293490,카카오게임즈,KOSDAQ150,3,0.0,-16.28,-12.62,B1(외+투신),2,B1(외+투신),0.0,2,B1(외+투신),0.0,A2(외+사):0%/1건 | B1(외+투신):0%/2건
304100,솔트룩스,KOSDAQ150,3,0.0,-19.43,-9.4,A1(외+연),3,A1(외+연),0.0,3,A1(외+연),0.0,A1(외+연):0%/3건
460930,현대힘스,KOSDAQ150,3,0.0,-18.27,-14.0,A1(외+연),1,N/A,0.0,0,N/A,0.0,A1(외+연):0%/1건 | A2(외+사):0%/1건 | B1(외+투신):0%/1건
